Магазин,Хліб,Календар,Кількість,Сума
ЄВРАЗІЯ,СІРИЙ,2025-12-17,14.0,448
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-12-17,12.0,540
ЄВРАЗІЯ,ТОСТОВИЙ,2025-12-17,19.0,1045
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-12-17,6.0,288
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-17,10.0,600
ЄВРАЗІЯ,КЕРПІЧИК,2025-12-17,12.0,336
ЄВРАЗІЯ,З ТРАВАМИ,2025-12-17,24.0,1248
РОСВИГОВО,БІЛИЙ,2025-12-17,21.0,630
РОСВИГОВО,СІРИЙ,2025-12-17,9.0,288
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-12-17,19.0,855
РОСВИГОВО,ТОСТОВИЙ,2025-12-17,23.0,1265
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-12-17,23.0,1104
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-17,11.0,660
РОСВИГОВО,КЕРПІЧИК,2025-12-17,21.0,588
РОСВИГОВО,З ТРАВАМИ,2025-12-17,6.0,312
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-12-17,6.0,180
ЯВОРНИЦЬКОГО,СІРИЙ,2025-12-17,12.0,384
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-12-17,9.0,405
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-12-17,12.0,660
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-12-17,21.0,1008
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-17,5.0,300
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-12-17,7.0,196
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-12-17,11.0,572
ПРОГРЕС,БІЛИЙ,2025-12-17,17.0,510
ПРОГРЕС,СІРИЙ,2025-12-17,19.0,608
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-12-17,14.0,630
ПРОГРЕС,ТОСТОВИЙ,2025-12-17,22.0,1210
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-12-17,18.0,864
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-12-17,17.0,1020
ПРОГРЕС,КЕРПІЧИК,2025-12-17,11.0,308
ПРОГРЕС,З ТРАВАМИ,2025-12-17,11.0,572
ФРАНКА,БІЛИЙ,2025-12-17,6.0,180
ФРАНКА,СІРИЙ,2025-12-17,19.0,608
ФРАНКА,БОРОДІНСЬКИЙ,2025-12-17,21.0,945
ФРАНКА,ТОСТОВИЙ,2025-12-17,8.0,440
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-12-17,8.0,384
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-17,23.0,1380
ФРАНКА,КЕРПІЧИК,2025-12-17,13.0,364
ФРАНКА,З ТРАВАМИ,2025-12-17,17.0,884
ЦЕНТРАЛ,БІЛИЙ,2025-12-17,15.0,450
ЦЕНТРАЛ,СІРИЙ,2025-12-17,10.0,320
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-12-17,16.0,720
ЦЕНТРАЛ,ТОСТОВИЙ,2025-12-17,15.0,825
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-12-17,23.0,1104
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-17,11.0,660
ЦЕНТРАЛ,КЕРПІЧИК,2025-12-17,20.0,560
ЦЕНТРАЛ,З ТРАВАМИ,2025-12-17,16.0,832
ДРУЖБА,БІЛИЙ,2025-12-17,13.0,390
ДРУЖБА,СІРИЙ,2025-12-17,17.0,544
ДРУЖБА,БОРОДІНСЬКИЙ,2025-12-17,16.0,720
ДРУЖБА,ТОСТОВИЙ,2025-12-17,14.0,770
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-12-17,17.0,816
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-17,13.0,780
ДРУЖБА,КЕРПІЧИК,2025-12-17,16.0,448
ДРУЖБА,З ТРАВАМИ,2025-12-17,9.0,468
АВТОСТАНЦІЯ,БІЛИЙ,2025-12-18,5.0,150
АВТОСТАНЦІЯ,СІРИЙ,2025-12-18,15.0,480
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-12-18,7.0,315
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-12-18,12.0,660
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-12-18,6.0,288
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,14.0,840
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-12-18,19.0,532
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-12-18,22.0,1144
ГРІНВІЧ,БІЛИЙ,2025-12-18,16.0,480
ГРІНВІЧ,СІРИЙ,2025-12-18,10.0,320
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-12-18,13.0,585
ГРІНВІЧ,ТОСТОВИЙ,2025-12-18,8.0,440
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-12-18,16.0,768
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,19.0,1140
ГРІНВІЧ,КЕРПІЧИК,2025-12-18,6.0,168
ГРІНВІЧ,З ТРАВАМИ,2025-12-18,15.0,780
ПАЛАНОК,БІЛИЙ,2025-12-18,12.0,360
ПАЛАНОК,СІРИЙ,2025-12-18,6.0,192
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-12-18,18.0,810
ПАЛАНОК,ТОСТОВИЙ,2025-12-18,17.0,935
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-12-18,22.0,1056
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,13.0,780
ПАЛАНОК,КЕРПІЧИК,2025-12-18,24.0,672
ПАЛАНОК,З ТРАВАМИ,2025-12-18,15.0,780
ЧЕРЕМШИНА,БІЛИЙ,2025-12-18,9.0,270
ЧЕРЕМШИНА,СІРИЙ,2025-12-18,23.0,736
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-12-18,15.0,675
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-12-18,13.0,715
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-12-18,19.0,912
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,24.0,1440
ЧЕРЕМШИНА,КЕРПІЧИК,2025-12-18,21.0,588
ЧЕРЕМШИНА,З ТРАВАМИ,2025-12-18,9.0,468
ПІДГОРЯНО,БІЛИЙ,2025-12-18,9.0,270
ПІДГОРЯНО,СІРИЙ,2025-12-18,12.0,384
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-12-18,17.0,765
ПІДГОРЯНО,ТОСТОВИЙ,2025-12-18,22.0,1210
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-12-18,16.0,768
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,8.0,480
ПІДГОРЯНО,КЕРПІЧИК,2025-12-18,9.0,252
ПІДГОРЯНО,З ТРАВАМИ,2025-12-18,9.0,468
ЄВРАЗІЯ,БІЛИЙ,2025-12-18,22.0,660
ЄВРАЗІЯ,СІРИЙ,2025-12-18,10.0,320
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-12-18,7.0,315
ЄВРАЗІЯ,ТОСТОВИЙ,2025-12-18,18.0,990
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-12-18,15.0,720
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,18.0,1080
ЄВРАЗІЯ,КЕРПІЧИК,2025-12-18,21.0,588
ЄВРАЗІЯ,З ТРАВАМИ,2025-12-18,10.0,520
РОСВИГОВО,БІЛИЙ,2025-12-18,12.0,360
РОСВИГОВО,СІРИЙ,2025-12-18,13.0,416
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-12-18,10.0,450
РОСВИГОВО,ТОСТОВИЙ,2025-12-18,14.0,770
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-12-18,21.0,1008
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,11.0,660
РОСВИГОВО,КЕРПІЧИК,2025-12-18,14.0,392
РОСВИГОВО,З ТРАВАМИ,2025-12-18,18.0,936
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-12-18,16.0,480
ЯВОРНИЦЬКОГО,СІРИЙ,2025-12-18,12.0,384
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-12-18,10.0,450
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-12-18,8.0,440
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-12-18,9.0,432
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,15.0,900
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-12-18,22.0,616
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-12-18,17.0,884
ПРОГРЕС,БІЛИЙ,2025-12-18,15.0,450
ПРОГРЕС,СІРИЙ,2025-12-18,5.0,160
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-12-18,22.0,990
ПРОГРЕС,ТОСТОВИЙ,2025-12-18,7.0,385
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-12-18,8.0,384
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,19.0,1140
ПРОГРЕС,КЕРПІЧИК,2025-12-18,10.0,280
ПРОГРЕС,З ТРАВАМИ,2025-12-18,20.0,1040
ФРАНКА,БІЛИЙ,2025-12-18,17.0,510
ФРАНКА,СІРИЙ,2025-12-18,6.0,192
ФРАНКА,БОРОДІНСЬКИЙ,2025-12-18,13.0,585
ФРАНКА,ТОСТОВИЙ,2025-12-18,10.0,550
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-12-18,23.0,1104
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,12.0,720
ФРАНКА,КЕРПІЧИК,2025-12-18,7.0,196
ФРАНКА,З ТРАВАМИ,2025-12-18,8.0,416
ЦЕНТРАЛ,БІЛИЙ,2025-12-18,23.0,690
ЦЕНТРАЛ,СІРИЙ,2025-12-18,23.0,736
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-12-18,20.0,900
ЦЕНТРАЛ,ТОСТОВИЙ,2025-12-18,10.0,550
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-12-18,8.0,384
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,16.0,960
ЦЕНТРАЛ,КЕРПІЧИК,2025-12-18,7.0,196
ЦЕНТРАЛ,З ТРАВАМИ,2025-12-18,19.0,988
ДРУЖБА,БІЛИЙ,2025-12-18,10.0,300
ДРУЖБА,СІРИЙ,2025-12-18,17.0,544
ДРУЖБА,БОРОДІНСЬКИЙ,2025-12-18,6.0,270
ДРУЖБА,ТОСТОВИЙ,2025-12-18,7.0,385
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-12-18,13.0,624
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-18,13.0,780
ДРУЖБА,КЕРПІЧИК,2025-12-18,17.0,476
ДРУЖБА,З ТРАВАМИ,2025-12-18,22.0,1144
АВТОСТАНЦІЯ,БІЛИЙ,2025-12-19,21.0,630
АВТОСТАНЦІЯ,СІРИЙ,2025-12-19,21.0,672
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-12-19,23.0,1035
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-12-19,12.0,660
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-12-19,9.0,432
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,18.0,1080
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-12-19,19.0,532
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-12-19,17.0,884
ГРІНВІЧ,БІЛИЙ,2025-12-19,5.0,150
ГРІНВІЧ,СІРИЙ,2025-12-19,8.0,256
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-12-19,8.0,360
ГРІНВІЧ,ТОСТОВИЙ,2025-12-19,14.0,770
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-12-19,22.0,1056
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,14.0,840
ГРІНВІЧ,КЕРПІЧИК,2025-12-19,24.0,672
ГРІНВІЧ,З ТРАВАМИ,2025-12-19,19.0,988
ПАЛАНОК,БІЛИЙ,2025-12-19,7.0,210
ПАЛАНОК,СІРИЙ,2025-12-19,17.0,544
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-12-19,6.0,270
ПАЛАНОК,ТОСТОВИЙ,2025-12-19,13.0,715
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-12-19,15.0,720
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,16.0,960
ПАЛАНОК,КЕРПІЧИК,2025-12-19,15.0,420
ПАЛАНОК,З ТРАВАМИ,2025-12-19,16.0,832
ЧЕРЕМШИНА,БІЛИЙ,2025-12-19,12.0,360
ЧЕРЕМШИНА,СІРИЙ,2025-12-19,14.0,448
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-12-19,6.0,270
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-12-19,15.0,825
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-12-19,6.0,288
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,5.0,300
ЧЕРЕМШИНА,КЕРПІЧИК,2025-12-19,22.0,616
ЧЕРЕМШИНА,З ТРАВАМИ,2025-12-19,18.0,936
ПІДГОРЯНО,БІЛИЙ,2025-12-19,12.0,360
ПІДГОРЯНО,СІРИЙ,2025-12-19,19.0,608
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-12-19,23.0,1035
ПІДГОРЯНО,ТОСТОВИЙ,2025-12-19,9.0,495
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-12-19,7.0,336
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,20.0,1200
ПІДГОРЯНО,КЕРПІЧИК,2025-12-19,8.0,224
ПІДГОРЯНО,З ТРАВАМИ,2025-12-19,11.0,572
ЄВРАЗІЯ,БІЛИЙ,2025-12-19,15.0,450
ЄВРАЗІЯ,СІРИЙ,2025-12-19,18.0,576
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-12-19,12.0,540
ЄВРАЗІЯ,ТОСТОВИЙ,2025-12-19,22.0,1210
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-12-19,23.0,1104
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,18.0,1080
ЄВРАЗІЯ,КЕРПІЧИК,2025-12-19,7.0,196
ЄВРАЗІЯ,З ТРАВАМИ,2025-12-19,22.0,1144
РОСВИГОВО,БІЛИЙ,2025-12-19,16.0,480
РОСВИГОВО,СІРИЙ,2025-12-19,14.0,448
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-12-19,9.0,405
РОСВИГОВО,ТОСТОВИЙ,2025-12-19,22.0,1210
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-12-19,20.0,960
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,11.0,660
РОСВИГОВО,КЕРПІЧИК,2025-12-19,6.0,168
РОСВИГОВО,З ТРАВАМИ,2025-12-19,6.0,312
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-12-19,23.0,690
ЯВОРНИЦЬКОГО,СІРИЙ,2025-12-19,17.0,544
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-12-19,6.0,270
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-12-19,23.0,1265
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-12-19,18.0,864
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,20.0,1200
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-12-19,24.0,672
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-12-19,21.0,1092
ПРОГРЕС,БІЛИЙ,2025-12-19,22.0,660
ПРОГРЕС,СІРИЙ,2025-12-19,6.0,192
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-12-19,15.0,675
ПРОГРЕС,ТОСТОВИЙ,2025-12-19,14.0,770
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-12-19,24.0,1152
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,23.0,1380
ПРОГРЕС,КЕРПІЧИК,2025-12-19,20.0,560
ПРОГРЕС,З ТРАВАМИ,2025-12-19,19.0,988
ФРАНКА,БІЛИЙ,2025-12-19,14.0,420
ФРАНКА,СІРИЙ,2025-12-19,24.0,768
ФРАНКА,БОРОДІНСЬКИЙ,2025-12-19,14.0,630
ФРАНКА,ТОСТОВИЙ,2025-12-19,14.0,770
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-12-19,13.0,624
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,13.0,780
ФРАНКА,КЕРПІЧИК,2025-12-19,9.0,252
ФРАНКА,З ТРАВАМИ,2025-12-19,6.0,312
ЦЕНТРАЛ,БІЛИЙ,2025-12-19,5.0,150
ЦЕНТРАЛ,СІРИЙ,2025-12-19,9.0,288
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-12-19,17.0,765
ЦЕНТРАЛ,ТОСТОВИЙ,2025-12-19,10.0,550
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-12-19,6.0,288
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,24.0,1440
ЦЕНТРАЛ,КЕРПІЧИК,2025-12-19,12.0,336
ЦЕНТРАЛ,З ТРАВАМИ,2025-12-19,15.0,780
ДРУЖБА,БІЛИЙ,2025-12-19,9.0,270
ДРУЖБА,СІРИЙ,2025-12-19,5.0,160
ДРУЖБА,БОРОДІНСЬКИЙ,2025-12-19,21.0,945
ДРУЖБА,ТОСТОВИЙ,2025-12-19,7.0,385
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-12-19,18.0,864
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-19,14.0,840
ДРУЖБА,КЕРПІЧИК,2025-12-19,14.0,392
ДРУЖБА,З ТРАВАМИ,2025-12-19,15.0,780
АВТОСТАНЦІЯ,БІЛИЙ,2025-12-20,11.0,330
АВТОСТАНЦІЯ,СІРИЙ,2025-12-20,26.0,832
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-12-20,15.0,675
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-12-20,27.0,1485
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-12-20,10.0,480
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,28.0,1680
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-12-20,25.0,700
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-12-20,11.0,572
ГРІНВІЧ,БІЛИЙ,2025-12-20,7.0,210
ГРІНВІЧ,СІРИЙ,2025-12-20,25.0,800
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-12-20,17.0,765
ГРІНВІЧ,ТОСТОВИЙ,2025-12-20,19.0,1045
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-12-20,30.0,1440
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,12.0,720
ГРІНВІЧ,КЕРПІЧИК,2025-12-20,17.0,476
ГРІНВІЧ,З ТРАВАМИ,2025-12-20,18.0,936
ПАЛАНОК,БІЛИЙ,2025-12-20,14.0,420
ПАЛАНОК,СІРИЙ,2025-12-20,19.0,608
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-12-20,25.0,1125
ПАЛАНОК,ТОСТОВИЙ,2025-12-20,17.0,935
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-12-20,16.0,768
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,15.0,900
ПАЛАНОК,КЕРПІЧИК,2025-12-20,24.0,672
ПАЛАНОК,З ТРАВАМИ,2025-12-20,13.0,676
ЧЕРЕМШИНА,БІЛИЙ,2025-12-20,10.0,300
ЧЕРЕМШИНА,СІРИЙ,2025-12-20,19.0,608
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-12-20,27.0,1215
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-12-20,20.0,1100
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-12-20,15.0,720
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,17.0,1020
ЧЕРЕМШИНА,КЕРПІЧИК,2025-12-20,23.0,644
ЧЕРЕМШИНА,З ТРАВАМИ,2025-12-20,29.0,1508
ПІДГОРЯНО,БІЛИЙ,2025-12-20,27.0,810
ПІДГОРЯНО,СІРИЙ,2025-12-20,12.0,384
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-12-20,27.0,1215
ПІДГОРЯНО,ТОСТОВИЙ,2025-12-20,14.0,770
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-12-20,20.0,960
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,19.0,1140
ПІДГОРЯНО,КЕРПІЧИК,2025-12-20,15.0,420
ПІДГОРЯНО,З ТРАВАМИ,2025-12-20,26.0,1352
ЄВРАЗІЯ,БІЛИЙ,2025-12-20,16.0,480
ЄВРАЗІЯ,СІРИЙ,2025-12-20,27.0,864
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-12-20,32.0,1440
ЄВРАЗІЯ,ТОСТОВИЙ,2025-12-20,23.0,1265
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-12-20,23.0,1104
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,23.0,1380
ЄВРАЗІЯ,КЕРПІЧИК,2025-12-20,13.0,364
ЄВРАЗІЯ,З ТРАВАМИ,2025-12-20,22.0,1144
РОСВИГОВО,БІЛИЙ,2025-12-20,22.0,660
РОСВИГОВО,СІРИЙ,2025-12-20,29.0,928
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-12-20,15.0,675
РОСВИГОВО,ТОСТОВИЙ,2025-12-20,22.0,1210
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-12-20,13.0,624
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,32.0,1920
РОСВИГОВО,КЕРПІЧИК,2025-12-20,30.0,840
РОСВИГОВО,З ТРАВАМИ,2025-12-20,19.0,988
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-12-20,20.0,600
ЯВОРНИЦЬКОГО,СІРИЙ,2025-12-20,19.0,608
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-12-20,12.0,540
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-12-20,21.0,1155
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-12-20,13.0,624
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,31.0,1860
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-12-20,27.0,756
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-12-20,9.0,468
ПРОГРЕС,БІЛИЙ,2025-12-20,28.0,840
ПРОГРЕС,СІРИЙ,2025-12-20,24.0,768
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-12-20,24.0,1080
ПРОГРЕС,ТОСТОВИЙ,2025-12-20,27.0,1485
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-12-20,10.0,480
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,27.0,1620
ПРОГРЕС,КЕРПІЧИК,2025-12-20,30.0,840
ПРОГРЕС,З ТРАВАМИ,2025-12-20,23.0,1196
ФРАНКА,БІЛИЙ,2025-12-20,24.0,720
ФРАНКА,СІРИЙ,2025-12-20,13.0,416
ФРАНКА,БОРОДІНСЬКИЙ,2025-12-20,26.0,1170
ФРАНКА,ТОСТОВИЙ,2025-12-20,13.0,715
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-12-20,15.0,720
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,21.0,1260
ФРАНКА,КЕРПІЧИК,2025-12-20,18.0,504
ФРАНКА,З ТРАВАМИ,2025-12-20,13.0,676
ЦЕНТРАЛ,БІЛИЙ,2025-12-20,26.0,780
ЦЕНТРАЛ,СІРИЙ,2025-12-20,19.0,608
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-12-20,18.0,810
ЦЕНТРАЛ,ТОСТОВИЙ,2025-12-20,33.0,1815
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-12-20,11.0,528
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,19.0,1140
ЦЕНТРАЛ,КЕРПІЧИК,2025-12-20,9.0,252
ЦЕНТРАЛ,З ТРАВАМИ,2025-12-20,18.0,936
ДРУЖБА,БІЛИЙ,2025-12-20,17.0,510
ДРУЖБА,СІРИЙ,2025-12-20,9.0,288
ДРУЖБА,БОРОДІНСЬКИЙ,2025-12-20,9.0,405
ДРУЖБА,ТОСТОВИЙ,2025-12-20,17.0,935
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-12-20,15.0,720
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-12-20,18.0,1080
ДРУЖБА,КЕРПІЧИК,2025-12-20,22.0,616
ДРУЖБА,З ТРАВАМИ,2025-12-20,9.0,468
АВТОСТАНЦІЯ,БІЛИЙ,2025-12-21,24.0,720
АВТОСТАНЦІЯ,СІРИЙ,2025-12-21,20.0,640
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-12-21,29.0,1305
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-12-21,22.0,1210
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-12-21,27.0,1296
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-21,23.0,1380
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-12-21,20.0,560
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-12-21,18.0,936
ГРІНВІЧ,БІЛИЙ,2025-12-21,19.0,570
ГРІНВІЧ,СІРИЙ,2025-12-21,16.0,512
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-12-21,19.0,855
ГРІНВІЧ,ТОСТОВИЙ,2025-12-21,23.0,1265
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-12-21,11.0,528
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-12-21,25.0,1500
ГРІНВІЧ,КЕРПІЧИК,2025-12-21,17.0,476
ГРІНВІЧ,З ТРАВАМИ,2025-12-21,11.0,572
ПАЛАНОК,БІЛИЙ,2025-12-21,23.0,690
ПАЛАНОК,СІРИЙ,2025-12-21,17.0,544
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-12-21,16.0,720
ПАЛАНОК,ТОСТОВИЙ,2025-12-21,28.0,1540
