Магазин,Хліб,Календар,Кількість списання
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-09-08,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-09-08,3
ГРІНВІЧ,БІЛИЙ,2025-09-08,0
ГРІНВІЧ,СІРИЙ,2025-09-08,0
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-09-08,2
ГРІНВІЧ,ТОСТОВИЙ,2025-09-08,0
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-09-08,2
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,6
ГРІНВІЧ,КЕРПІЧИК,2025-09-08,2
ГРІНВІЧ,З ТРАВАМИ,2025-09-08,3
ПАЛАНОК,БІЛИЙ,2025-09-08,2
ПАЛАНОК,СІРИЙ,2025-09-08,1
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-09-08,1
ПАЛАНОК,ТОСТОВИЙ,2025-09-08,1
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-09-08,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,3
ПАЛАНОК,КЕРПІЧИК,2025-09-08,0
ПАЛАНОК,З ТРАВАМИ,2025-09-08,2
ЧЕРЕМШИНА,БІЛИЙ,2025-09-08,0
ЧЕРЕМШИНА,СІРИЙ,2025-09-08,2
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-09-08,1
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-09-08,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-09-08,0
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,1
ЧЕРЕМШИНА,КЕРПІЧИК,2025-09-08,1
ЧЕРЕМШИНА,З ТРАВАМИ,2025-09-08,2
ПІДГОРЯНО,БІЛИЙ,2025-09-08,3
ПІДГОРЯНО,СІРИЙ,2025-09-08,1
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-09-08,2
ПІДГОРЯНО,ТОСТОВИЙ,2025-09-08,0
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-09-08,2
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,5
ПІДГОРЯНО,КЕРПІЧИК,2025-09-08,0
ПІДГОРЯНО,З ТРАВАМИ,2025-09-08,0
ЄВРАЗІЯ,БІЛИЙ,2025-09-08,0
ЄВРАЗІЯ,СІРИЙ,2025-09-08,3
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-09-08,1
ЄВРАЗІЯ,ТОСТОВИЙ,2025-09-08,0
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-09-08,2
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,1
ЄВРАЗІЯ,КЕРПІЧИК,2025-09-08,3
ЄВРАЗІЯ,З ТРАВАМИ,2025-09-08,4
РОСВИГОВО,БІЛИЙ,2025-09-08,3
РОСВИГОВО,СІРИЙ,2025-09-08,0
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-09-08,2
РОСВИГОВО,ТОСТОВИЙ,2025-09-08,0
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-09-08,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,5
РОСВИГОВО,КЕРПІЧИК,2025-09-08,2
РОСВИГОВО,З ТРАВАМИ,2025-09-08,0
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-09-08,1
ЯВОРНИЦЬКОГО,СІРИЙ,2025-09-08,2
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-09-08,3
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-09-08,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-09-08,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,1
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-09-08,3
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-09-08,5
ПРОГРЕС,БІЛИЙ,2025-09-08,0
ПРОГРЕС,СІРИЙ,2025-09-08,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-09-08,1
ПРОГРЕС,ТОСТОВИЙ,2025-09-08,3
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-09-08,0
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,2
ПРОГРЕС,КЕРПІЧИК,2025-09-08,3
ПРОГРЕС,З ТРАВАМИ,2025-09-08,5
ФРАНКА,БІЛИЙ,2025-09-08,0
ФРАНКА,СІРИЙ,2025-09-08,2
ФРАНКА,БОРОДІНСЬКИЙ,2025-09-08,0
ФРАНКА,ТОСТОВИЙ,2025-09-08,0
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-09-08,1
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,3
ФРАНКА,КЕРПІЧИК,2025-09-08,0
ФРАНКА,З ТРАВАМИ,2025-09-08,5
ЦЕНТРАЛ,БІЛИЙ,2025-09-08,2
ЦЕНТРАЛ,СІРИЙ,2025-09-08,1
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-09-08,1
ЦЕНТРАЛ,ТОСТОВИЙ,2025-09-08,2
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-09-08,2
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,0
ЦЕНТРАЛ,КЕРПІЧИК,2025-09-08,0
ЦЕНТРАЛ,З ТРАВАМИ,2025-09-08,1
ДРУЖБА,БІЛИЙ,2025-09-08,2
ДРУЖБА,СІРИЙ,2025-09-08,1
ДРУЖБА,БОРОДІНСЬКИЙ,2025-09-08,0
ДРУЖБА,ТОСТОВИЙ,2025-09-08,0
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-09-08,2
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-08,1
ДРУЖБА,КЕРПІЧИК,2025-09-08,0
ДРУЖБА,З ТРАВАМИ,2025-09-08,2
АВТОСТАНЦІЯ,БІЛИЙ,2025-09-09,1
АВТОСТАНЦІЯ,СІРИЙ,2025-09-09,1
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-09-09,0
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-09-09,2
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-09-09,0
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,1
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-09-09,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-09-09,3
ГРІНВІЧ,БІЛИЙ,2025-09-09,0
ГРІНВІЧ,СІРИЙ,2025-09-09,0
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-09-09,0
ГРІНВІЧ,ТОСТОВИЙ,2025-09-09,2
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-09-09,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,0
ГРІНВІЧ,КЕРПІЧИК,2025-09-09,2
ГРІНВІЧ,З ТРАВАМИ,2025-09-09,3
ПАЛАНОК,БІЛИЙ,2025-09-09,1
ПАЛАНОК,СІРИЙ,2025-09-09,2
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-09-09,1
ПАЛАНОК,ТОСТОВИЙ,2025-09-09,1
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-09-09,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,1
ПАЛАНОК,КЕРПІЧИК,2025-09-09,0
ПАЛАНОК,З ТРАВАМИ,2025-09-09,2
ЧЕРЕМШИНА,БІЛИЙ,2025-09-09,1
ЧЕРЕМШИНА,СІРИЙ,2025-09-09,3
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-09-09,0
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-09-09,2
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-09-09,0
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,2
ЧЕРЕМШИНА,КЕРПІЧИК,2025-09-09,1
ЧЕРЕМШИНА,З ТРАВАМИ,2025-09-09,5
ПІДГОРЯНО,БІЛИЙ,2025-09-09,2
ПІДГОРЯНО,СІРИЙ,2025-09-09,1
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-09-09,1
ПІДГОРЯНО,ТОСТОВИЙ,2025-09-09,0
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-09-09,0
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,3
ПІДГОРЯНО,КЕРПІЧИК,2025-09-09,0
ПІДГОРЯНО,З ТРАВАМИ,2025-09-09,4
ЄВРАЗІЯ,БІЛИЙ,2025-09-09,2
ЄВРАЗІЯ,СІРИЙ,2025-09-09,2
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-09-09,0
ЄВРАЗІЯ,ТОСТОВИЙ,2025-09-09,1
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-09-09,0
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,3
ЄВРАЗІЯ,КЕРПІЧИК,2025-09-09,0
ЄВРАЗІЯ,З ТРАВАМИ,2025-09-09,3
РОСВИГОВО,БІЛИЙ,2025-09-09,0
РОСВИГОВО,СІРИЙ,2025-09-09,0
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-09-09,1
РОСВИГОВО,ТОСТОВИЙ,2025-09-09,1
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-09-09,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,5
РОСВИГОВО,КЕРПІЧИК,2025-09-09,1
РОСВИГОВО,З ТРАВАМИ,2025-09-09,6
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-09-09,0
ЯВОРНИЦЬКОГО,СІРИЙ,2025-09-09,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-09-09,2
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-09-09,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-09-09,1
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,0
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-09-09,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-09-09,4
ПРОГРЕС,БІЛИЙ,2025-09-09,2
ПРОГРЕС,СІРИЙ,2025-09-09,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-09-09,2
ПРОГРЕС,ТОСТОВИЙ,2025-09-09,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-09-09,0
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,0
ПРОГРЕС,КЕРПІЧИК,2025-09-09,0
ПРОГРЕС,З ТРАВАМИ,2025-09-09,2
ФРАНКА,БІЛИЙ,2025-09-09,1
ФРАНКА,СІРИЙ,2025-09-09,0
ФРАНКА,БОРОДІНСЬКИЙ,2025-09-09,0
ФРАНКА,ТОСТОВИЙ,2025-09-09,0
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-09-09,2
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,4
ФРАНКА,КЕРПІЧИК,2025-09-09,1
ФРАНКА,З ТРАВАМИ,2025-09-09,6
ЦЕНТРАЛ,БІЛИЙ,2025-09-09,2
ЦЕНТРАЛ,СІРИЙ,2025-09-09,3
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-09-09,0
ЦЕНТРАЛ,ТОСТОВИЙ,2025-09-09,0
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-09-09,0
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,1
ЦЕНТРАЛ,КЕРПІЧИК,2025-09-09,0
ЦЕНТРАЛ,З ТРАВАМИ,2025-09-09,0
ДРУЖБА,БІЛИЙ,2025-09-09,0
ДРУЖБА,СІРИЙ,2025-09-09,1
ДРУЖБА,БОРОДІНСЬКИЙ,2025-09-09,2
ДРУЖБА,ТОСТОВИЙ,2025-09-09,1
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-09-09,1
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-09,0
ДРУЖБА,КЕРПІЧИК,2025-09-09,0
ДРУЖБА,З ТРАВАМИ,2025-09-09,0
АВТОСТАНЦІЯ,БІЛИЙ,2025-09-10,1
АВТОСТАНЦІЯ,СІРИЙ,2025-09-10,0
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-09-10,0
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-09-10,2
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-09-10,1
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,5
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-09-10,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-09-10,1
ГРІНВІЧ,БІЛИЙ,2025-09-10,2
ГРІНВІЧ,СІРИЙ,2025-09-10,0
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-09-10,2
ГРІНВІЧ,ТОСТОВИЙ,2025-09-10,3
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-09-10,1
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,1
ГРІНВІЧ,КЕРПІЧИК,2025-09-10,0
ГРІНВІЧ,З ТРАВАМИ,2025-09-10,6
ПАЛАНОК,БІЛИЙ,2025-09-10,1
ПАЛАНОК,СІРИЙ,2025-09-10,0
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-09-10,0
ПАЛАНОК,ТОСТОВИЙ,2025-09-10,1
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-09-10,1
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,3
ПАЛАНОК,КЕРПІЧИК,2025-09-10,3
ПАЛАНОК,З ТРАВАМИ,2025-09-10,3
ЧЕРЕМШИНА,БІЛИЙ,2025-09-10,2
ЧЕРЕМШИНА,СІРИЙ,2025-09-10,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-09-10,1
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-09-10,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-09-10,3
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,0
ЧЕРЕМШИНА,КЕРПІЧИК,2025-09-10,0
ЧЕРЕМШИНА,З ТРАВАМИ,2025-09-10,2
ПІДГОРЯНО,БІЛИЙ,2025-09-10,3
ПІДГОРЯНО,СІРИЙ,2025-09-10,0
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-09-10,1
ПІДГОРЯНО,ТОСТОВИЙ,2025-09-10,2
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-09-10,0
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,6
ПІДГОРЯНО,КЕРПІЧИК,2025-09-10,0
ПІДГОРЯНО,З ТРАВАМИ,2025-09-10,0
ЄВРАЗІЯ,БІЛИЙ,2025-09-10,2
ЄВРАЗІЯ,СІРИЙ,2025-09-10,0
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-09-10,2
ЄВРАЗІЯ,ТОСТОВИЙ,2025-09-10,1
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-09-10,1
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,1
ЄВРАЗІЯ,КЕРПІЧИК,2025-09-10,1
ЄВРАЗІЯ,З ТРАВАМИ,2025-09-10,4
РОСВИГОВО,БІЛИЙ,2025-09-10,1
РОСВИГОВО,СІРИЙ,2025-09-10,0
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-09-10,0
РОСВИГОВО,ТОСТОВИЙ,2025-09-10,2
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-09-10,0
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,2
РОСВИГОВО,КЕРПІЧИК,2025-09-10,2
РОСВИГОВО,З ТРАВАМИ,2025-09-10,5
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-09-10,2
ЯВОРНИЦЬКОГО,СІРИЙ,2025-09-10,3
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-09-10,1
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-09-10,0
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-09-10,2
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,4
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-09-10,0
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-09-10,3
ПРОГРЕС,БІЛИЙ,2025-09-10,2
ПРОГРЕС,СІРИЙ,2025-09-10,1
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-09-10,2
ПРОГРЕС,ТОСТОВИЙ,2025-09-10,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-09-10,0
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,0
ПРОГРЕС,КЕРПІЧИК,2025-09-10,0
ПРОГРЕС,З ТРАВАМИ,2025-09-10,3
ФРАНКА,БІЛИЙ,2025-09-10,1
ФРАНКА,СІРИЙ,2025-09-10,0
ФРАНКА,БОРОДІНСЬКИЙ,2025-09-10,0
ФРАНКА,ТОСТОВИЙ,2025-09-10,2
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-09-10,1
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,2
ФРАНКА,КЕРПІЧИК,2025-09-10,1
ФРАНКА,З ТРАВАМИ,2025-09-10,1
ЦЕНТРАЛ,БІЛИЙ,2025-09-10,1
ЦЕНТРАЛ,СІРИЙ,2025-09-10,1
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-09-10,1
ЦЕНТРАЛ,ТОСТОВИЙ,2025-09-10,1
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-09-10,1
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,1
ЦЕНТРАЛ,КЕРПІЧИК,2025-09-10,2
ЦЕНТРАЛ,З ТРАВАМИ,2025-09-10,0
ДРУЖБА,БІЛИЙ,2025-09-10,2
ДРУЖБА,СІРИЙ,2025-09-10,1
ДРУЖБА,БОРОДІНСЬКИЙ,2025-09-10,0
ДРУЖБА,ТОСТОВИЙ,2025-09-10,2
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-09-10,0
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-10,0
ДРУЖБА,КЕРПІЧИК,2025-09-10,0
ДРУЖБА,З ТРАВАМИ,2025-09-10,3
АВТОСТАНЦІЯ,БІЛИЙ,2025-09-11,0
АВТОСТАНЦІЯ,СІРИЙ,2025-09-11,0
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-09-11,0
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-09-11,2
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-09-11,0
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,2
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-09-11,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-09-11,4
ГРІНВІЧ,БІЛИЙ,2025-09-11,2
ГРІНВІЧ,СІРИЙ,2025-09-11,0
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-09-11,0
ГРІНВІЧ,ТОСТОВИЙ,2025-09-11,0
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-09-11,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,2
ГРІНВІЧ,КЕРПІЧИК,2025-09-11,0
ГРІНВІЧ,З ТРАВАМИ,2025-09-11,2
ПАЛАНОК,БІЛИЙ,2025-09-11,2
ПАЛАНОК,СІРИЙ,2025-09-11,0
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-09-11,2
ПАЛАНОК,ТОСТОВИЙ,2025-09-11,2
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-09-11,1
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,5
ПАЛАНОК,КЕРПІЧИК,2025-09-11,1
ПАЛАНОК,З ТРАВАМИ,2025-09-11,2
ЧЕРЕМШИНА,БІЛИЙ,2025-09-11,1
ЧЕРЕМШИНА,СІРИЙ,2025-09-11,2
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-09-11,1
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-09-11,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-09-11,3
ЧЕРЕМШИНА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,1
ЧЕРЕМШИНА,КЕРПІЧИК,2025-09-11,0
ЧЕРЕМШИНА,З ТРАВАМИ,2025-09-11,4
ПІДГОРЯНО,БІЛИЙ,2025-09-11,2
ПІДГОРЯНО,СІРИЙ,2025-09-11,0
ПІДГОРЯНО,БОРОДІНСЬКИЙ,2025-09-11,1
ПІДГОРЯНО,ТОСТОВИЙ,2025-09-11,1
ПІДГОРЯНО,ФЕРМЕРСЬКИЙ,2025-09-11,0
ПІДГОРЯНО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,4
ПІДГОРЯНО,КЕРПІЧИК,2025-09-11,0
ПІДГОРЯНО,З ТРАВАМИ,2025-09-11,5
ЄВРАЗІЯ,БІЛИЙ,2025-09-11,0
ЄВРАЗІЯ,СІРИЙ,2025-09-11,2
ЄВРАЗІЯ,БОРОДІНСЬКИЙ,2025-09-11,0
ЄВРАЗІЯ,ТОСТОВИЙ,2025-09-11,1
ЄВРАЗІЯ,ФЕРМЕРСЬКИЙ,2025-09-11,0
ЄВРАЗІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,2
ЄВРАЗІЯ,КЕРПІЧИК,2025-09-11,0
ЄВРАЗІЯ,З ТРАВАМИ,2025-09-11,1
РОСВИГОВО,БІЛИЙ,2025-09-11,0
РОСВИГОВО,СІРИЙ,2025-09-11,0
РОСВИГОВО,БОРОДІНСЬКИЙ,2025-09-11,1
РОСВИГОВО,ТОСТОВИЙ,2025-09-11,0
РОСВИГОВО,ФЕРМЕРСЬКИЙ,2025-09-11,3
РОСВИГОВО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,2
РОСВИГОВО,КЕРПІЧИК,2025-09-11,3
РОСВИГОВО,З ТРАВАМИ,2025-09-11,1
ЯВОРНИЦЬКОГО,БІЛИЙ,2025-09-11,3
ЯВОРНИЦЬКОГО,СІРИЙ,2025-09-11,0
ЯВОРНИЦЬКОГО,БОРОДІНСЬКИЙ,2025-09-11,1
ЯВОРНИЦЬКОГО,ТОСТОВИЙ,2025-09-11,1
ЯВОРНИЦЬКОГО,ФЕРМЕРСЬКИЙ,2025-09-11,0
ЯВОРНИЦЬКОГО,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,3
ЯВОРНИЦЬКОГО,КЕРПІЧИК,2025-09-11,1
ЯВОРНИЦЬКОГО,З ТРАВАМИ,2025-09-11,0
ПРОГРЕС,БІЛИЙ,2025-09-11,0
ПРОГРЕС,СІРИЙ,2025-09-11,0
ПРОГРЕС,БОРОДІНСЬКИЙ,2025-09-11,2
ПРОГРЕС,ТОСТОВИЙ,2025-09-11,0
ПРОГРЕС,ФЕРМЕРСЬКИЙ,2025-09-11,2
ПРОГРЕС,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,4
ПРОГРЕС,КЕРПІЧИК,2025-09-11,0
ПРОГРЕС,З ТРАВАМИ,2025-09-11,1
ФРАНКА,БІЛИЙ,2025-09-11,0
ФРАНКА,СІРИЙ,2025-09-11,0
ФРАНКА,БОРОДІНСЬКИЙ,2025-09-11,2
ФРАНКА,ТОСТОВИЙ,2025-09-11,0
ФРАНКА,ФЕРМЕРСЬКИЙ,2025-09-11,3
ФРАНКА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,5
ФРАНКА,КЕРПІЧИК,2025-09-11,0
ФРАНКА,З ТРАВАМИ,2025-09-11,1
ЦЕНТРАЛ,БІЛИЙ,2025-09-11,1
ЦЕНТРАЛ,СІРИЙ,2025-09-11,3
ЦЕНТРАЛ,БОРОДІНСЬКИЙ,2025-09-11,0
ЦЕНТРАЛ,ТОСТОВИЙ,2025-09-11,1
ЦЕНТРАЛ,ФЕРМЕРСЬКИЙ,2025-09-11,0
ЦЕНТРАЛ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,5
ЦЕНТРАЛ,КЕРПІЧИК,2025-09-11,3
ЦЕНТРАЛ,З ТРАВАМИ,2025-09-11,3
ДРУЖБА,БІЛИЙ,2025-09-11,0
ДРУЖБА,СІРИЙ,2025-09-11,0
ДРУЖБА,БОРОДІНСЬКИЙ,2025-09-11,0
ДРУЖБА,ТОСТОВИЙ,2025-09-11,0
ДРУЖБА,ФЕРМЕРСЬКИЙ,2025-09-11,3
ДРУЖБА,ЦІЛЬНОЗЕРНОВИЙ,2025-09-11,4
ДРУЖБА,КЕРПІЧИК,2025-09-11,0
ДРУЖБА,З ТРАВАМИ,2025-09-11,0
АВТОСТАНЦІЯ,БІЛИЙ,2025-09-12,0
АВТОСТАНЦІЯ,СІРИЙ,2025-09-12,0
АВТОСТАНЦІЯ,БОРОДІНСЬКИЙ,2025-09-12,1
АВТОСТАНЦІЯ,ТОСТОВИЙ,2025-09-12,1
АВТОСТАНЦІЯ,ФЕРМЕРСЬКИЙ,2025-09-12,2
АВТОСТАНЦІЯ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-12,5
АВТОСТАНЦІЯ,КЕРПІЧИК,2025-09-12,0
АВТОСТАНЦІЯ,З ТРАВАМИ,2025-09-12,2
ГРІНВІЧ,БІЛИЙ,2025-09-12,1
ГРІНВІЧ,СІРИЙ,2025-09-12,1
ГРІНВІЧ,БОРОДІНСЬКИЙ,2025-09-12,2
ГРІНВІЧ,ТОСТОВИЙ,2025-09-12,0
ГРІНВІЧ,ФЕРМЕРСЬКИЙ,2025-09-12,0
ГРІНВІЧ,ЦІЛЬНОЗЕРНОВИЙ,2025-09-12,2
ГРІНВІЧ,КЕРПІЧИК,2025-09-12,1
ГРІНВІЧ,З ТРАВАМИ,2025-09-12,5
ПАЛАНОК,БІЛИЙ,2025-09-12,1
ПАЛАНОК,СІРИЙ,2025-09-12,1
ПАЛАНОК,БОРОДІНСЬКИЙ,2025-09-12,0
ПАЛАНОК,ТОСТОВИЙ,2025-09-12,1
ПАЛАНОК,ФЕРМЕРСЬКИЙ,2025-09-12,0
ПАЛАНОК,ЦІЛЬНОЗЕРНОВИЙ,2025-09-12,0
ПАЛАНОК,КЕРПІЧИК,2025-09-12,3
ПАЛАНОК,З ТРАВАМИ,2025-09-12,1
ЧЕРЕМШИНА,БІЛИЙ,2025-09-12,0
ЧЕРЕМШИНА,СІРИЙ,2025-09-12,0
ЧЕРЕМШИНА,БОРОДІНСЬКИЙ,2025-09-12,1
ЧЕРЕМШИНА,ТОСТОВИЙ,2025-09-12,0
ЧЕРЕМШИНА,ФЕРМЕРСЬКИЙ,2025-09-12,0
